genome,domain,phylum,class,order,family,genus,species,completeness,contamination,length
JPB:bin_000260,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__RUG591,s__RUG591 sp902797275,93.89,0.2,1358667
JPB:bin_000262,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-877,s__CAG-877 sp900753325,96.71,2.01,1328872
JPB:bin_000263,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-452,s__CAG-452 sp000434035,95,2.55,1241928
JPB:bin_000264,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-492,s__CAG-492 sp900557045,100,5.16,1582707
JPB:bin_000265,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-245,s__CAG-245 sp934130025,99.61,1.52,1392870
JPB:bin_000266,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__,99.88,1.57,1396893
JPB:bin_000267,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-492,s__CAG-492 sp934129745,99.8,1.77,1501100
JPB:bin_000268,d__Bacteria,p__Elusimicrobiota,c__Elusimicrobia,o__Elusimicrobiales,f__Elusimicrobiaceae,g__UBA1436,s__UBA1436 sp900541355,98.72,0.43,1539023
JPB:bin_000269,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__UBA1783,s__UBA1783 sp016302195,98.1,6.39,1505226
JPB:bin_000270,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__UBA6414,s__UBA6414 sp934130545,94.27,1.67,1401101
JPB:bin_000271,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__CAZU01,s__CAZU01 sp934271465,100,0.43,1485541
JPB:bin_000272,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-245,s__,100,0.54,1388278
JPB:bin_000273,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__UMGS1045,s__,93.73,0.66,1392410
JPB:bin_000274,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-826,g__RUG131,s__RUG131 sp900315885,99.59,0.67,1500066
JPB:bin_000275,d__Bacteria,p__Elusimicrobiota,c__Elusimicrobia,o__Elusimicrobiales,f__Elusimicrobiaceae,g__UBA1436,s__UBA1436 sp934667625,95.16,4.02,1472675
JPB:bin_000276,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-877,s__CAG-877 sp934157235,97.18,1,1356731
JPB:bin_000277,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-273,s__CAG-273 sp003507395,100,7.52,1453387
JPB:bin_000278,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__UBA6345,s__UBA6345 sp934746645,98.27,6.37,1385017
JPB:bin_000279,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Sphaerochaetales,f__Sphaerochaetaceae,g__,s__,94.92,0.43,1227626
JPB:bin_000280,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-877,s__CAG-877 sp934162125,95.71,1.05,1311607
JPB:bin_000281,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-605,s__CAG-605 sp900545005,93.05,1.08,1313488
JPB:bin_000282,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__CAG-269 sp000438255,98.94,0.69,1570811
JPB:bin_000283,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-245,s__CAG-245 sp900552135,100,2.69,1476905
JPB:bin_000285,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-605,s__CAG-605 sp000433255,94.64,1.71,1404453
JPB:bin_000286,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__CAG-269 sp900556945,95.93,1.9,1522484
JPB:bin_000287,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-273,s__CAG-273 sp000437855,99.97,0.35,1350578
JPB:bin_000288,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-877,s__CAG-877 sp934168205,95.36,1.02,1430287
JPB:bin_000289,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-433,s__CAG-433 sp900546245,94.69,9.72,1405390
JPB:bin_000290,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-826,g__UBA3207,s__,94.85,0.36,1514191
JPB:bin_000291,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__UBA1234,g__UBA1234,s__,98.53,1.33,1533987
JPB:bin_000292,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-793,s__,99.88,0.34,1404684
JPB:bin_000294,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__UMGS1994,s__UMGS1994 sp934130285,99.61,0.82,1644481
JPB:bin_000295,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter lanienae,99.99,0,1630207
JPB:bin_000296,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter_F,s__Helicobacter_F sp002287135,99.99,0.05,1638901
JPB:bin_000297,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__UBA6984,s__UBA6984 sp934726055,99.54,4.39,1845738
JPB:bin_000298,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__UBA6984,s__UBA6984 sp934699705,83.86,4.97,1534185
JPB:bin_000300,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__SFMI01,s__SFMI01 sp004556155,91.8,6.34,2943243
JPB:bin_000301,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp002373375,77.4,0.18,2522327
JPB:bin_000302,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-449,g__UBA3210,s__,94.09,0.4,1659416
JPB:bin_000303,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__14-2,s__,78.62,0.23,2442736
JPB:bin_000304,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp900319905,99.99,0.33,4283888
JPB:bin_000306,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-1000,s__CAG-1000 sp004560915,92.84,2.25,1376276
JPB:bin_000307,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-288,g__Enterosoma,s__Enterosoma sp900763245,81.84,0.65,1997533
JPB:bin_000309,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Veillonellales,f__Dialisteraceae,g__Allisonella,s__Allisonella histaminiformans,77.86,0.67,1349572
JPB:bin_000310,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1750,g__Spyradocola,s__,95.99,0.27,3599094
JPB:bin_000311,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__Blautia_A obeum,99.99,4.79,3470050
JPB:bin_000312,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus_E,s__Enterococcus_E cecorum,99.99,0.11,2443456
JPB:bin_000314,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_F,s__Eubacterium_F sp934316925,84.74,0.97,2203116
JPB:bin_000315,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Agathobacter,s__Agathobacter sp022769125,84.2,1.2,2912866
JPB:bin_000316,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp905198745,99.91,0.16,3317890
JPB:bin_000317,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-826,g__Enteromonas,s__,91.29,0.4,1505366
JPB:bin_000319,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus,s__,81.84,1.44,2031375
JPB:bin_000320,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA2821,s__UBA2821 sp902763335,99.99,1.67,2766632
JPB:bin_000321,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Pararoseburia,s__Pararoseburia sp022768745,99.64,0.27,2449667
JPB:bin_000322,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-382,g__UBA1752,s__UBA1752 sp900554405,82.41,0.2,1638124
JPB:bin_000323,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-628,s__CAG-628 sp003524085,94.64,0.14,1129582
JPB:bin_000324,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__,83.97,0.5,1505359
JPB:bin_000325,d__Bacteria,p__Bdellovibrionota,c__UBA2361,o__UBA2361,f__CAKMMH01,g__CAKMMH01,s__CAKMMH01 sp927798255,91.82,2.04,2246365
JPB:bin_000328,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Butyribacter,s__Butyribacter sp022766515,99.23,1.09,2785959
JPB:bin_000330,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-1000,s__CAG-1000 sp000434555,92.48,2.02,1358984
JPB:bin_000334,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rickettsiales,f__UBA1997,g__CALXSC01,s__CALXSC01 sp934747265,93.26,1.9,1218663
JPB:bin_000337,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA933,s__,76.57,0,2064583
JPB:bin_000339,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__Cryptobacteroides sp018384035,78.18,3.21,1146334
JPB:bin_000340,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA11957,s__,89.07,1.48,3247621
JPB:bin_000341,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp900317685,99.84,1.11,4244054
JPB:bin_000342,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CALVUP01,s__,90.1,0.12,892669
JPB:bin_000343,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-95,s__CAG-95 sp902766365,82.71,7.09,3092348
JPB:bin_000344,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__V9D3004,s__V9D3004 sp002349525,99.59,1.44,2537470
JPB:bin_000345,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Eubacterium_R,s__Eubacterium_R sp900543795,76.84,8.39,1686687
JPB:bin_000346,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__CAG-448,s__CAG-448 sp003150135,90.31,1.41,2666978
JPB:bin_000347,d__Bacteria,p__Verrucomicrobiota,c__Lentisphaeria,o__Victivallales,f__UBA1829,g__UBA1829,s__UBA1829 sp900549045,82.21,5.62,3529944
JPB:bin_000348,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Ruminococcus_E,s__Ruminococcus_E sp004560275,99.83,0.64,1895601
JPB:bin_000349,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Ruminococcus_E,s__Ruminococcus_E sp019415925,100,9.56,2601042
JPB:bin_000350,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__Acetatifactor sp945485625,81.69,1.91,2030030
JPB:bin_000352,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Clostridium_Q,s__Clostridium_Q sp016302185,91.33,7.3,2752266
JPB:bin_000353,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__UBA737,s__,91.44,6.21,1916979
JPB:bin_000354,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__RF16,s__RF16 sp900542355,85.09,2.39,2106623
JPB:bin_000356,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA11957,s__,92.66,4.43,3290862
JPB:bin_000357,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Faecousia,s__,87.46,6.6,2965471
JPB:bin_000358,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__UBA5893,s__,77.66,1.31,769285
JPB:bin_000359,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__CAG-390,s__CAG-390 sp003523225,95.84,7.15,2735820
JPB:bin_000362,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__UMGS1384,g__JAAZKA01,s__JAAZKA01 sp016297585,77.61,1.25,2181091
JPB:bin_000364,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Vescimonas,s__Vescimonas sp003487665,85.16,5.49,1910555
JPB:bin_000366,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__,s__,76.33,0.3,2118015
JPB:bin_000367,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__UMGS973,s__UMGS973 sp016293805,87.53,0.07,1239033
JPB:bin_000368,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus,s__,82.84,3.9,2322495
JPB:bin_000369,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__RGIG1899,s__,78.54,0.56,1220834
JPB:bin_000370,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Dorea_A,s__Dorea_A contorta_A,88.07,6.56,3042735
JPB:bin_000372,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp002480935,99.53,0.26,3792737
JPB:bin_000376,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__UBA4372,s__UBA4372 sp945787625,91.26,2.24,2947434
JPB:bin_000377,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__SFDP01,s__SFDP01 sp004558185,81.16,6.89,3026590
JPB:bin_000378,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__Lentihominibacter,s__Lentihominibacter sp022775805,80.83,6.42,1771124
JPB:bin_000379,d__Bacteria,p__Bacillota_A,c__Clostridia,o__UBA1381,f__UBA1381,g__CAG-41,s__,99.87,0.02,2628519
JPB:bin_000380,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-917,g__CAG-917,s__,91.31,0.16,1483255
JPB:bin_000382,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__UMGS973,s__UMGS973 sp900547295,93.7,4.86,2663225
JPB:bin_000383,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__W3P20-009,g__W3P20-009,s__W3P20-009 sp900766825,92,0.32,3392791
JPB:bin_000384,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__HGM10857,s__,83.2,0.08,922951
JPB:bin_000385,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__UBA11490,s__,93.17,6.07,984261
JPB:bin_000386,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__,s__,99.92,0.23,3317094
JPB:bin_000387,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Sphaerochaetales,f__Sphaerochaetaceae,g__Ornithospirochaeta,s__,91.36,2.24,2172626
JPB:bin_000390,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__UBA1405,s__,75.55,3.45,1933833
JPB:bin_000392,d__Bacteria,p__Eremiobacterota,c__Xenobia,o__Xenobiales,f__Xenobiaceae,g__Bruticola,s__Bruticola sp004554425,94.9,2.98,2778123
JPB:bin_000393,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__CAG-488,s__CAG-488 sp000434055,83.74,0.51,1738832
JPB:bin_000394,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__,89.18,2.56,1976816
JPB:bin_000395,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__UMGS1585,s__UMGS1585 sp900553205,95.41,1.93,1907445
JPB:bin_000396,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__UBA4372,s__UBA4372 sp945865175,96.21,0.04,3610416
JPB:bin_000398,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Faecousia,s__,86.6,5.91,1902558
JPB:bin_000400,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-917,g__CAG-1138,s__CAG-1138 sp000434675,92.19,3.7,1330659
JPB:bin_000403,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Faecousia,s__,95.61,6.73,2189316
JPB:bin_000404,d__Bacteria,p__Spirochaetota,c__Brachyspirae,o__Brachyspirales,f__Brachyspiraceae,g__Brachyspira,s__Brachyspira innocens,97.98,0.89,3233579
JPB:bin_000406,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Weimeria,s__Weimeria sp900316165,97.84,0.12,2472995
JPB:bin_000407,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__HGM11367,s__HGM11367 sp900768425,96.62,8.58,1409734
JPB:bin_000409,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Coprobacillaceae,g__Faecalibacillus,s__,89.9,1.65,1885648
JPB:bin_000410,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Ruminococcus_E,s__,92.77,0.89,1819093
JPB:bin_000411,d__Bacteria,p__Elusimicrobiota,c__Elusimicrobia,o__Elusimicrobiales,f__Elusimicrobiaceae,g__UBA1436,s__UBA1436 sp900540405,85.3,1.05,1631578
JPB:bin_000412,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_F,s__,79.79,5.54,2076308
JPB:bin_000413,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__UBA737,s__UBA737 sp016302625,81.33,0.04,1566599
JPB:bin_000414,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Agathobacter,s__,79.09,0.47,2239908
JPB:bin_000416,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_Q,s__Eubacterium_Q sp900314445,99.44,1.13,2199760
JPB:bin_000417,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellia,o__RFP12,f__UBA1067,g__UBA1067,s__UBA1067 sp004551905,92.7,0.29,2474190
JPB:bin_000418,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus alactolyticus,93.19,0.07,1661867
JPB:bin_000420,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__CAG-238,s__CAG-238 sp927797855,89.44,7.04,1877717
JPB:bin_000421,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__RUG806,s__RUG806 sp016297645,85.98,0.05,2348790
JPB:bin_000422,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Marvinbryantia,s__Marvinbryantia sp900066075,99.14,3.9,3288657
JPB:bin_000423,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__Acetatifactor sp022769665,92.06,5.13,3451148
JPB:bin_000424,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__UMGS1668,s__UMGS1668 sp934466455,99.21,9.96,2068519
JPB:bin_000425,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospira,s__Lachnospira sp900316325,94.35,1.63,2663037
JPB:bin_000426,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-1000,s__CAG-1000 sp934090685,90.43,5.25,1196620
JPB:bin_000427,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Sphaerochaetales,f__Sphaerochaetaceae,g__Bullifex,s__,96.77,4.42,2414037
JPB:bin_000429,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__Cryptobacteroides sp016303175,79.4,1.36,1061290
JPB:bin_000430,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__Firm-10,s__Firm-10 sp004552515,76.84,5.47,2580303
JPB:bin_000431,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__JAFBIX01,s__JAFBIX01 sp021531895,99.51,4.52,3380299
JPB:bin_000432,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp022788105,99.7,1.4,2895754
JPB:bin_000433,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Mediterraneibacter,s__Mediterraneibacter faecis,79.88,2.86,2240665
JPB:bin_000434,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_F,s__Eubacterium_F sp934316845,99.98,0.1,3400834
JPB:bin_000435,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Stercorousia,s__,99.13,9.3,2055443
JPB:bin_000436,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae_A,g__Duodenibacillus,s__Duodenibacillus sp900542805,97.47,0.51,1667516
JPB:bin_000437,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Stercorousia,s__Stercorousia sp900769645,77.63,0.05,1509405
JPB:bin_000438,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__UBA6382,s__UBA6382 sp945827465,75.14,2.93,2323951
JPB:bin_000439,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__CAG-170,s__CAG-170 sp000436735,81.03,5.58,2644597
JPB:bin_000440,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__MGBC108787,s__,90.61,0.26,1130794
JPB:bin_000441,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__RGIG7179,s__RGIG7179 sp022770665,95.93,0.1,2571314
JPB:bin_000442,d__Bacteria,p__Planctomycetota,c__Planctomycetia,o__Pirellulales,f__Thermoguttaceae,g__RUG369,s__RUG369 sp004556055,92.66,0.65,3246427
JPB:bin_000443,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-138,g__SFDB01,s__SFDB01 sp004558825,97.11,2.53,1996950
JPB:bin_000445,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema_D sp022773305,99.76,1.58,3361353
JPB:bin_000448,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospira,s__,99.97,0.29,2977542
JPB:bin_000449,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__Ventricola,s__Ventricola sp004557905,94.05,2.78,2780479
JPB:bin_000450,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA11774,s__UBA11774 sp900556645,82.38,0.64,2071353
JPB:bin_000452,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Faecousia,s__Faecousia sp016296045,98.41,0,1905597
JPB:bin_000453,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospira,s__,99.85,0.16,2870527
JPB:bin_000454,d__Bacteria,p__Bacillota_B,c__Dehalobacteriia,o__UBA4068,f__UBA4068,g__HGM13862,s__HGM13862 sp934271085,97.26,3.53,1625670
JPB:bin_000457,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__QAKD01,s__QAKD01 sp934278965,80.26,0.24,1436039
JPB:bin_000459,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__1XD8-76,s__,99.17,1.54,3007804
JPB:bin_000460,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,s__Faecalibacterium sp900539885,99.84,8,2997187
JPB:bin_000461,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_F,s__Treponema_F excrementipullorum,95.67,3.81,2725760
JPB:bin_000462,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__Onthoplasma,s__Onthoplasma sp934746715,92.94,0.32,1040517
JPB:bin_000463,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Lawsonibacter,s__Lawsonibacter sp900549405,75.29,0.79,1533183
JPB:bin_000464,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp018385335,86.35,3.88,2879028
