genome,domain,phylum,class,order,family,genus,species,completeness,contamination,length
HPB:bin_000400,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Lawsonibacter,s__,98.21,3.88,3384863
HPB:bin_000411,d__Bacteria,p__Bacillota_A,c__Clostridia,o__UBA1381,f__UMGS1253,g__Aphodoplasma,s__Aphodoplasma excrementigallinarum,88.83,1,2308613
HPB:bin_000412,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Mediterraneibacter,s__Mediterraneibacter norwichensis,100,0.98,3784184
HPB:bin_000414,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Ventrenecus,s__Ventrenecus avicola,88.11,3.52,1828701
HPB:bin_000415,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CALVUN01,s__CALVUN01 sp944358875,91.98,5.06,1776291
HPB:bin_000416,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Mediterraneibacter,s__Mediterraneibacter excrementigallinarum,81.44,1.5,3492230
HPB:bin_000419,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Onthocola_A,s__Onthocola_A gallistercoris,96.97,4.31,3034402
HPB:bin_000424,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerostipes,s__Anaerostipes avistercoris,100,1.56,3155466
HPB:bin_000425,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Limivivens,s__Limivivens intestinipullorum,81.38,5.22,3869395
HPB:bin_000426,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Anaerotruncus,s__Anaerotruncus colihominis,95.18,0.49,3994917
HPB:bin_000428,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CALVXC01,s__CALVXC01 sp944368805,81.01,4.03,1013480
HPB:bin_000430,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Borkfalkia,s__Borkfalkia avistercoris,94.81,0.48,3144789
HPB:bin_000432,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Pseudolachnospira,s__Pseudolachnospira avium,77.14,3.44,3120453
HPB:bin_000441,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladousia,s__Choladousia intestinigallinarum,98.06,1.63,4467460
HPB:bin_000443,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__RUG11462,s__,99.34,1.39,2623941
HPB:bin_000444,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus alactolyticus,99.77,0.12,1792017
HPB:bin_000447,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Pseudoflavonifractor,s__Pseudoflavonifractor sp904419835,96.61,1.66,3555241
HPB:bin_000448,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__Faecaligallichristensenella,s__Faecaligallichristensenella faecipullorum,95.88,1.03,3836229
HPB:bin_000451,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__CALWWS01,s__CALWWS01 sp944385305,99.79,0,2966802
HPB:bin_000452,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__HGM12545,s__HGM12545 sp900761925,97.46,0.73,3188180
HPB:bin_000460,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Mediterraneibacter,s__Mediterraneibacter sp904418845,99.77,0.14,3111377
HPB:bin_000461,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Avoscillospira_A,s__Avoscillospira_A sp904395905,96.19,3.36,3395068
HPB:bin_000464,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Lawsonibacter,s__Lawsonibacter sp944385075,92.08,0,2249288
HPB:bin_000465,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Anaerofilum,s__Anaerofilum excrementigallinarum,97.65,2.24,3870332
HPB:bin_000467,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Gallimonas,s__Gallimonas faecium,94.03,0.8,2376055
HPB:bin_000468,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__Caccovivens,s__Caccovivens sp944349375,83.03,2.4,936691
HPB:bin_000469,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Enterenecus,s__Enterenecus sp944385435,99.05,1.26,3797236
HPB:bin_000470,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CALVVX01,s__CALVVX01 sp944371525,91.03,3.49,1554112
HPB:bin_000471,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Hungatella_B,s__Hungatella_B pullicola,98.81,0.25,3982571
HPB:bin_000472,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-273,s__,97.52,2.03,1748016
HPB:bin_000473,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerostipes,s__Anaerostipes butyraticus,99.99,1.17,3043087
HPB:bin_000475,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Caccousia,s__Caccousia sp944380675,100,0.68,3702194
HPB:bin_000478,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia,s__,100,0.55,4109452
HPB:bin_000481,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__Agathobaculum,s__Agathobaculum sp900291975,80.92,0.37,1870110
HPB:bin_000483,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__Blautia_A excrementigallinarum,88.27,0.14,3422944
HPB:bin_000484,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Borkfalkia,s__Borkfalkia sp904373255,90.74,0.77,2861561
HPB:bin_000487,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Anaerotignaceae,g__Neoanaerotignum_B,s__Neoanaerotignum_B galli,99.67,0.58,2699843
HPB:bin_000488,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__HGM10766,s__,90.7,0.44,1350980
HPB:bin_000492,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Bianqueaceae,g__Faecimorpha,s__Faecimorpha stercoravium,97.05,1.38,3751305
HPB:bin_000494,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-302,s__CAG-302 sp017887885,92.99,0.36,1433889
HPB:bin_000495,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__Emergencia,s__Emergencia sp904420065,97.18,8.47,3083304
HPB:bin_000497,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Egerieimonas,s__Egerieimonas intestinavium,83.07,0.76,2558727
HPB:bin_000500,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Ventrenecus,s__Ventrenecus sp944371545,91.27,1.34,1733322
HPB:bin_000501,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Merdiplasma,s__Merdiplasma excrementigallinarum,100,0.08,3244340
HPB:bin_000513,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides thetaiotaomicron,99.94,1.3,6305887
HPB:bin_000517,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Pelethomonas,s__,78.82,6.67,2710904
HPB:bin_000519,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Sellimonas,s__Sellimonas intestinalis,96.18,3.68,3391686
HPB:bin_000522,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Mediterraneibacter,s__Mediterraneibacter intestinavium,99.86,1.44,3885373
HPB:bin_000526,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Faecisoma,s__Faecisoma sp944359085,84.49,0.71,1137053
HPB:bin_000528,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Borkfalkia,s__Borkfalkia sp017886895,94.43,0.1,2209089
HPB:bin_000531,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Ventrenecus,s__Ventrenecus sp944363675,91.83,0.69,1589170
HPB:bin_000538,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Mediterraneibacter,s__Mediterraneibacter sp944375765,83.3,0.93,2660621
HPB:bin_000542,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Fournierella,s__Fournierella excrementigallinarum,82.73,6.26,2621276
HPB:bin_000544,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Lawsonibacter,s__Lawsonibacter sp019424865,99.94,4.42,4197802
HPB:bin_000545,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospira,s__Lachnospira sp944381165,99.29,1.91,2667843
HPB:bin_000549,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Ruminococcus_G,s__,99.69,0.95,3605221
HPB:bin_000551,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__SIG673,s__SIG673 sp944393415,97.05,0.55,3162912
HPB:bin_000552,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Lawsonibacter,s__,75.41,0.52,1870335
HPB:bin_000553,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Mediterraneibacter,s__Mediterraneibacter vanvlietii,98.67,2.28,3399594
HPB:bin_000557,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1750,g__Spyradocola,s__Spyradocola merdavium,94.25,2.73,3587244
HPB:bin_000559,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__Ventrousia,s__Ventrousia excrementavium,96.86,3.27,3217197
HPB:bin_000560,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Caccenecus,s__,90.88,2.79,1706641
HPB:bin_000561,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Ventrenecus,s__Ventrenecus stercoripullorum,87.66,3.08,1754742
HPB:bin_000562,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Faecimonas,s__Faecimonas sp944333345,94.74,5.52,1850220
HPB:bin_000563,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Coproplasma,s__Coproplasma sp944358655,93.39,0.17,2057099
HPB:bin_000564,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__Fimisoma,s__Fimisoma avicola,92.26,0.02,2190838
HPB:bin_000566,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Borkfalkia,s__Borkfalkia sp944328905,94.2,0.85,3068013
HPB:bin_000567,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__UMGS1071,s__UMGS1071 sp904397205,91.87,5.73,2113102
HPB:bin_000569,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__CAG-269 sp944388695,98.68,4.34,2607807
HPB:bin_000570,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Caccovicinus,s__Caccovicinus sp017889125,94.97,2.25,4800834
HPB:bin_000572,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Neoruminococcus,s__Neoruminococcus faecicola,94.02,0.13,1669383
HPB:bin_000575,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Gallimonas,s__Gallimonas merdae,92.45,0.26,1995009
HPB:bin_000579,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__,100,3.37,2142957
HPB:bin_000580,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__Lentihominibacter,s__Lentihominibacter excrementavium,93.54,0.12,2164976
HPB:bin_000581,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Schneewindia,s__Schneewindia gallinarum,91.66,0.54,1990352
HPB:bin_000585,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-273,s__,90.92,2.81,1698057
HPB:bin_000586,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Avimonas,s__Avimonas caecicola,93.27,3.87,3745116
HPB:bin_000587,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Coproplasma,s__,91.04,0.26,1833518
HPB:bin_000588,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Galloscillospira_A,s__Galloscillospira_A excrementavium,90.39,0.11,2459217
HPB:bin_000590,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__CAJFPI01,s__CAJFPI01 sp904420145,94.84,1.55,2587102
HPB:bin_000591,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Fournierella,s__Fournierella excrementavium,98.27,0.29,3169368
HPB:bin_000592,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Pseudoscilispira,s__Pseudoscilispira falkowii,92.99,1.37,2546593
HPB:bin_000596,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__RGIG7067,s__RGIG7067 sp944384895,75.18,2.43,1832024
HPB:bin_000597,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__QALW01,g__QALW01,s__QALW01 sp900552055,90.9,0.82,2762426
HPB:bin_000599,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Intestinimonas,s__Intestinimonas stercoravium,99.83,0,3240293
HPB:bin_000600,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-273,s__,93.61,8.71,1726340
HPB:bin_000601,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__CAG-274,g__Gallispira,s__Gallispira edinburgensis,95.01,0.35,3191104
HPB:bin_000602,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__CAG-269 sp944391795,92.41,3.98,1826992
HPB:bin_000604,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Acutalibacter,s__Acutalibacter pullicola,99.95,1.86,3545857
HPB:bin_000606,d__Bacteria,p__Actinomycetota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__Gordonibacter,s__Gordonibacter pamelaeae,85.87,3.18,3247114
HPB:bin_000608,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Avigastranaerophilus,s__Avigastranaerophilus sp944323625,78.53,0.85,1863499
HPB:bin_000609,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__HGM11417,g__CALVJY01,s__CALVJY01 sp944332455,91.55,0.09,2837837
HPB:bin_000611,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__Blautia_A intestinigallinarum,94.63,5.8,3773847
HPB:bin_000612,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__Caccovivens,s__Caccovivens sp944349415,96,0.37,1243630
HPB:bin_000615,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Aphodocola,s__Aphodocola excrementigallinarum,89.81,4.18,1153146
HPB:bin_000617,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__Caccovivens,s__Caccovivens sp944350265,96.4,0.2,1120392
HPB:bin_000618,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Ventrenecus,s__Ventrenecus sp944350145,88.58,0.84,1241638
HPB:bin_000619,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium pullorum_B,81.01,0.26,1928941
HPB:bin_000624,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__UMGS1781,s__UMGS1781 sp944392385,96.3,4.51,1612765
HPB:bin_000627,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnoclostridium_B,s__Lachnoclostridium_B sp002160985,87.1,1.72,3227144
HPB:bin_000630,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Lawsonibacter,s__,83.3,3.71,2705052
HPB:bin_000631,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__CAKTFW01,s__,89.84,1.6,1933047
HPB:bin_000635,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__RGIG1902,s__RGIG1902 sp944375715,90.27,5.88,2066345
HPB:bin_000637,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Caccousia,s__Caccousia avistercoris,85.8,4.32,3714511
HPB:bin_000638,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__UMGS1865,s__,78.69,0.91,2969865
HPB:bin_000639,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus crispatus,85.91,0.04,1910762
HPB:bin_000640,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Pelethomonas,s__,82.89,0,2326931
HPB:bin_000642,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__UBA644,g__Geddesella,s__Geddesella stercoravicola,86.48,2.91,2306719
HPB:bin_000645,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__,84.3,6.29,3267635
HPB:bin_000646,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__,s__,77.03,0.72,1368624
HPB:bin_000650,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__UMGS1623,s__UMGS1623 sp934647945,77,0.44,2263919
HPB:bin_000651,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__,s__,91.86,1.15,3227075
HPB:bin_000652,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Alloscillospira,s__,79.93,0.96,1476660
HPB:bin_000656,d__Bacteria,p__Bacillota_B,c__Dehalobacteriia,o__UBA4068,f__UBA4068,g__HGM13862,s__HGM13862 sp944393575,80.52,3.45,1565357
HPB:bin_000658,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Gallacutalibacter_A,s__Gallacutalibacter_A stercoravium,87.12,3.18,2952096
HPB:bin_000662,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__UMGS1663,s__,89.84,1.45,1318069
HPB:bin_000663,d__Bacteria,p__Bacillota_B,c__Dehalobacteriia,o__UBA4068,f__UBA5755,g__,s__,85.98,0.87,1934248
HPB:bin_000664,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__CALXEM01,s__CALXEM01 sp944387335,81.38,3.18,2903529
HPB:bin_000666,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__,76.72,0.38,1401788
HPB:bin_000670,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__Alangreenwoodia,s__Alangreenwoodia sp019420525,77.38,5.19,1905599
HPB:bin_000673,d__Bacteria,p__Bacillota_B,c__Dehalobacteriia,o__UBA7702,f__UBA7702,g__Cryptoclostridium,s__Cryptoclostridium obscurum,98.75,1.33,2603442
HPB:bin_000683,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Acutalibacter,s__Acutalibacter stercorigallinarum,99.91,0.16,2915056
HPB:bin_000685,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__JAGZHZ01,s__JAGZHZ01 sp944376425,82.19,3.17,3457787
HPB:bin_000697,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__,77.91,3.41,1272901
HPB:bin_000699,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Caccousia,s__Caccousia sp930987725,100,0,3066748
HPB:bin_000703,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladousia,s__,76.34,0.44,2494112
HPB:bin_000707,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Fournierella,s__Fournierella merdipullorum,98.1,0.47,3071880
HPB:bin_000714,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Hydrogeniiclostridium,s__Hydrogeniiclostridium mannosilyticum,75.78,3.34,2537810
HPB:bin_000722,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__Agathobaculum,s__Agathobaculum intestinigallinarum,90.28,0.13,2552464
HPB:bin_000734,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__RGIG529,s__,75.02,6.06,1818398
HPB:bin_000745,d__Bacteria,p__Bacillota_A,c__Clostridia,o__UBA1381,f__UBA1381,g__UBA4716,s__UBA4716 sp905215805,99.89,0.22,3592639
HPB:bin_000750,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Scybalocola,s__Scybalocola faecipullorum,92.04,4.36,3137985
HPB:bin_000763,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,s__Faecalibacterium faecigallinarum,99.99,0.38,3037339
HPB:bin_000765,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Acutalibacter,s__Acutalibacter sp905215055,81.05,2.42,2491625
HPB:bin_000791,d__Bacteria,p__Bacillota_B,c__Dehalobacteriia,o__UBA4068,f__JAAVYR01,g__JAAVYR01,s__,93.44,0.36,1769717
HPB:bin_000797,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Anaerotignaceae,g__,s__,79.88,0.67,2195669
HPB:bin_000812,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Gallimonas,s__Gallimonas sp944354535,94.06,0.91,2449690
HPB:bin_000815,d__Bacteria,p__Bacillota_G,c__SHA-98,o__DTUO25,f__HGM14224,g__HGM14224,s__HGM14224 sp900761905,96.46,2.77,2518093
HPB:bin_000818,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-465,g__CAG-465,s__CAG-465 sp944387375,89.11,1.8,1370869
HPB:bin_000820,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Galloscillospira_A,s__Galloscillospira_A stercoripullorum,96.62,0.02,2674285
HPB:bin_000823,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Scatomorpha,s__Scatomorpha merdipullorum,95.98,0.37,2701490
HPB:bin_000829,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Pseudoscilispira,s__Pseudoscilispira faecavium,95.51,0.98,2753107
HPB:bin_000831,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__Onthenecus,s__Onthenecus intestinigallinarum,96.08,0.39,2825941
HPB:bin_000833,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Bianqueaceae,g__Faecimorpha,s__Faecimorpha sp944376225,97.66,0,2857765
HPB:bin_000845,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-382,g__Woodwardibium,s__Woodwardibium gallinarum,97.37,0.09,2864204
HPB:bin_000855,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Lawsonibacter,s__Lawsonibacter pullicola,98.38,1.06,3575386
HPB:bin_000858,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__Egerieenecus,s__Egerieenecus merdigallinarum,96.26,1.19,4140663
HPB:bin_000866,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Anaerofilum,s__Anaerofilum faecale,97.64,0.37,3109062
HPB:bin_000869,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Ventrisoma,s__Ventrisoma faecale,94.84,0.18,3670123
HPB:bin_000871,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__HGM12669,s__HGM12669 sp900761935,84.67,0.22,2257223
HPB:bin_000872,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Anaerotignaceae,g__,s__,97.84,0.32,2370022
HPB:bin_000873,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Timburyella,s__Timburyella sp944412495,95.79,0.48,2399487
HPB:bin_000874,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Anaerotignaceae,g__Coprocola,s__Coprocola pullicola,98.53,4.32,4493866
HPB:bin_000875,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Onthocola_B,s__Onthocola_B sp944363815,90.26,2.54,1420797
